Top_HTC,Bottom_HTC,Ramp1,Hold1,Ramp2,Exotherm,Lag
100,30,2,115,1,3.935949,14.7787881
100,30,2,120,1,3.157069,14.7787881
100,30,2,125,1,2.812056,14.7787881
100,30,2,105,2,14.457031,14.7788015
100,30,2,110,2,13.26161,14.7788015
100,30,2,115,2,11.809082,14.7788015
100,30,2,120,2,10.100021,14.7788015
100,30,2,125,2,8.211052,14.7788015
100,30,2,105,3,17.996564,19.155467
100,30,2,110,3,16.704099,18.349259
100,30,2,115,3,15.064089,17.329582
100,30,2,120,3,13.038684,16.066999
100,30,2,125,3,10.678125,14.7788015
100,30,2,105,4,19.249647,25.281324
100,30,2,110,4,17.960113,24.308311
100,30,2,115,4,16.304556,23.10006
100,30,2,120,4,14.234654,21.642531
100,30,2,125,4,11.748866,20.006866
100,30,2,105,5,19.812649,31.177319
100,30,2,110,5,18.54026,30.023853
100,30,2,115,5,16.897487,28.614984
100,30,2,120,5,14.825536,26.952523
100,30,2,125,5,12.303983,25.024045
100,30,3,105,1,5.449206333,21.8497511
100,30,3,110,1,4.873535,21.9402063
100,30,3,115,1,4.226291667,21.9969758
100,30,3,120,1,3.312552333,22.0404691
100,30,3,125,1,2.914614,22.058952
100,30,3,105,2,14.682198,21.8643721
100,30,3,110,2,13.553993,21.9402063
100,30,3,115,2,12.176316,21.9969758
100,30,3,120,2,10.533006,22.0426486
100,30,3,125,2,8.687245,22.059471
100,30,3,105,3,18.230874,21.8643721
100,30,3,110,3,17.013279,21.9402063
100,30,3,115,3,15.476191,22.0046719
100,30,3,120,3,13.552122,22.0447036
100,30,3,125,3,11.277421,22.059471
100,30,3,105,4,19.482417,25.28261267
100,30,3,110,4,18.269103,24.368129
100,30,3,115,4,16.725696,22.96218533
100,30,3,120,4,14.767519,22.0404691
100,30,3,125,4,12.392611,22.059471
100,30,3,105,5,20.035492,31.18747533
100,30,3,110,5,18.843799,30.106557
100,30,3,115,5,17.318223,28.42069167
100,30,3,120,5,15.364625,26.92398533
100,30,3,125,5,12.964116,25.093158
100,30,4,105,1,5.516927,28.2199098
100,30,4,110,1,4.976279,28.4184204
100,30,4,115,1,4.300227,28.64867
100,30,4,120,1,3.465015,28.8201061
100,30,4,125,1,2.976356,28.9713497
100,30,4,105,2,14.809256,28.193074
100,30,4,110,2,13.720547,28.4413098
100,30,4,115,2,12.381762,28.6296206
100,30,4,120,2,10.785911,28.8354211
100,30,4,125,2,8.974248,28.9713497
100,30,4,105,3,18.36285,28.2199098
100,30,4,110,3,17.190855,28.4637917
100,30,4,115,3,15.696885,28.64867
100,30,4,120,3,13.849013,28.804468
100,30,4,125,3,11.635331,28.9713497
100,30,4,105,4,19.607658,28.193074
100,30,4,110,4,18.443227,28.4637917
100,30,4,115,4,16.952334,28.64867
100,30,4,120,4,15.072579,28.8354211
100,30,4,125,4,12.771362,28.9591346
100,30,4,105,5,20.166013,31.248065
100,30,4,110,5,19.021598,30.1433
100,30,4,115,5,17.550501,28.773509
100,30,4,120,5,15.673483,28.8354211
100,30,4,125,5,13.354213,28.9591346
100,30,5,105,1,5.567822,33.6307683
100,30,5,110,1,5.043947,34.0961976
100,30,5,115,1,4.389178,34.5481511
100,30,5,120,1,3.579121,34.8941643
100,30,5,125,1,3.018687,35.1937996
100,30,5,105,2,14.893712,33.6925269
100,30,5,110,2,13.831452,34.1499761
100,30,5,115,2,12.520893,34.5941244
100,30,5,120,2,10.957937,34.8941643
100,30,5,125,2,9.170305,35.2282325
100,30,5,105,3,18.447429,33.7532276
100,30,5,110,3,17.306363,34.1499761
100,30,5,115,3,15.858384,34.5941244
100,30,5,120,3,14.045948,34.9340501
100,30,5,125,3,11.876052,35.1937996
100,30,5,105,4,19.695941,33.6925269
100,30,5,110,4,18.560504,34.2028303
100,30,5,115,4,17.110591,34.5481511
100,30,5,120,4,15.277576,34.9340501
100,30,5,125,4,13.028088,35.1937996
100,30,5,105,5,20.254694,33.6925269
100,30,5,110,5,19.138402,34.2028303
100,30,5,115,5,17.706126,34.5481511
100,30,5,120,5,15.882548,34.9340501
100,30,5,125,5,13.616451,35.1937996
100,5,1,105,1,6.025925,12.3218898
100,5,1,110,1,5.401989,12.3218898
100,5,1,115,1,4.719085,12.3218898
100,5,1,120,1,3.99486,12.3218898
100,5,1,125,1,4.278141,12.3218898
100,5,1,105,2,16.612069,18.807881
100,5,1,110,2,15.056886,17.559117
100,5,1,115,2,13.140195,15.984394
100,5,1,120,2,10.882664,14.062782
100,5,1,125,2,8.405981,12.3219022
100,5,1,105,3,19.147005,27.764937
100,5,1,110,3,17.588187,26.19291
100,5,1,115,3,15.612106,24.262674
100,5,1,120,3,13.168932,21.973637
100,5,1,125,3,10.337033,19.578005
100,5,1,105,4,19.99153,36.121232
100,5,1,110,4,18.475064,34.264251
100,5,1,115,4,16.527829,31.967874
100,5,1,120,4,14.084844,29.250821
100,5,1,125,4,11.174179,26.313117
100,5,1,105,5,20.374355,42.419837
100,5,1,110,5,18.891366,40.232521
100,5,1,115,5,16.971388,37.614577
100,5,1,120,5,14.547203,34.536946
100,5,1,125,5,11.618491,31.121599
100,5,2,105,1,6.511702,24.058437
100,5,2,110,1,5.822859,24.1164468
100,5,2,115,1,5.189602,24.1388153
100,5,2,120,1,4.499079,24.1391995
100,5,2,125,1,3.819116,24.1391995
100,5,2,105,2,17.352032,24.0622267
100,5,2,110,2,16.029011,24.1202509
100,5,2,115,2,14.382735,24.139029
100,5,2,120,2,12.389401,24.1391995
100,5,2,125,2,10.082721,24.1391995
100,5,2,105,3,19.8869,27.962532
100,5,2,110,3,18.589952,26.469162
100,5,2,115,3,16.927677,24.626417
100,5,2,120,3,14.845112,24.139157
100,5,2,125,3,12.320343,24.139157
100,5,2,105,4,20.726728,36.299263
100,5,2,110,4,19.472302,34.493637
100,5,2,115,4,17.859014,32.316546
100,5,2,120,4,15.802132,29.775649
100,5,2,125,4,13.258103,26.719085
100,5,2,105,5,21.109082,42.628279
100,5,2,110,5,19.884435,40.480156
100,5,2,115,5,18.305548,37.959392
100,5,2,120,5,16.278934,35.12628
100,5,2,125,5,13.747323,31.620703
100,5,3,105,1,6.745931333,33.9681862
100,5,3,110,1,6.009726,34.3707458
100,5,3,115,1,5.408341,34.6579106
100,5,3,120,1,4.738482,34.932404
100,5,3,125,1,4.024167,35.1339289
100,5,3,105,2,17.656441,34.0304731
100,5,3,110,2,16.433309,34.3707458
100,5,3,115,2,14.917678,34.6579106
100,5,3,120,2,13.052851,34.9496748
100,5,3,125,2,10.866342,35.147412
100,5,3,105,3,20.192569,34.0304731
100,5,3,110,3,18.999474,34.3707458
100,5,3,115,3,17.487541,34.700974
100,5,3,120,3,15.566468,34.9666448
100,5,3,125,3,13.215079,35.147412
100,5,3,105,4,21.02841,36.35054767
100,5,3,110,4,19.882289,34.658561
100,5,3,115,4,18.41467,34.6796078
100,5,3,120,4,16.534326,34.932404
100,5,3,125,4,14.185228,35.147412
100,5,3,105,5,21.406797,42.78453633
100,5,3,110,5,20.293673,40.729522
100,5,3,115,5,18.866313,37.84254667
100,5,3,120,5,17.016845,35.218597
100,5,3,125,5,14.690197,35.147412
100,5,4,105,1,6.861339,41.8250544
100,5,4,110,1,6.168555,42.4456174
100,5,4,115,1,5.53546,43.2042011
100,5,4,120,1,4.885018,43.8072596
100,5,4,125,1,4.183358,44.3843546
100,5,4,105,2,17.823346,41.7431254
100,5,4,110,2,16.668338,42.5189743
100,5,4,115,2,15.219839,43.1395061
100,5,4,120,2,13.446118,43.8633361
100,5,4,125,2,11.34302,44.3843546
100,5,4,105,3,20.363005,41.8250544
100,5,4,110,3,19.232803,42.591426
100,5,4,115,3,17.79708,43.2042011
100,5,4,120,3,15.984403,43.7504351
100,5,4,125,3,13.749566,44.3843546
100,5,4,105,4,21.19834,41.7431254
100,5,4,110,4,20.116714,42.591426
100,5,4,115,4,18.726467,43.2042011
100,5,4,120,4,16.953785,43.8633361
100,5,4,125,4,14.735157,44.3354141
100,5,4,105,5,21.570521,42.754827
100,5,4,110,5,20.524634,42.591426
100,5,4,115,5,19.174729,43.2042011
100,5,4,120,5,17.438703,43.8633361
100,5,4,125,5,15.244795,44.3354141
100,5,5,105,1,6.943932,47.7443897
100,5,5,110,1,6.279834,48.8816767
100,5,5,115,1,5.623278,49.9887499
100,5,5,120,1,4.985283,50.9493655
100,5,5,125,1,4.293718,51.8197114
100,5,5,105,2,17.939651,47.7656235
100,5,5,110,2,16.819204,48.9303036
100,5,5,115,2,15.421173,50.1140139
100,5,5,120,2,13.707318,50.9493655
100,5,5,125,2,11.665714,51.9225019
100,5,5,105,3,20.470465,47.9173265
100,5,5,110,3,19.388219,48.9303036
100,5,5,115,3,18.00537,50.1140139
100,5,5,120,3,16.260915,51.0629494
100,5,5,125,3,14.107807,51.8197114
100,5,5,105,4,21.308598,47.7656235
100,5,5,110,4,20.266446,49.0682385
100,5,5,115,4,18.934658,49.9887499
100,5,5,120,4,17.235202,51.0629494
100,5,5,125,4,15.100679,51.8197114
100,5,5,105,5,21.68016,47.7656235
100,5,5,110,5,20.675732,49.0682385
100,5,5,115,5,19.379783,49.9887499
100,5,5,120,5,17.719613,51.0629494
100,5,5,125,5,15.615412,51.8197114
10,100,1,105,1,9.743398,6.5112313
10,100,1,110,1,8.529609,6.5112313
10,100,1,115,1,7.032088,6.5112313
10,100,1,120,1,5.229485,6.5112313
10,100,1,125,1,4.113676,6.5112313
10,100,1,105,2,23.134125,11.20913
10,100,1,110,2,20.607653,10.424286
10,100,1,115,2,17.60756,9.354236
10,100,1,120,2,14.272073,8.001716
10,100,1,125,2,10.874606,6.573527
10,100,1,105,3,30.773732,17.043546
10,100,1,110,3,27.795288,16.078442
10,100,1,115,3,24.082757,14.818237
10,100,1,120,3,19.679338,13.249981
10,100,1,125,3,14.88491,11.61378
10,100,1,105,4,33.693004,22.731749
10,100,1,110,4,30.635997,21.599389
10,100,1,115,4,26.765415,20.147086
10,100,1,120,4,22.053996,18.383752
10,100,1,125,4,16.767671,16.560462
10,100,1,105,5,35.050548,28.281892
10,100,1,110,5,31.986882,26.978548
10,100,1,115,5,28.093089,25.351171
10,100,1,120,5,23.284174,23.391895
10,100,1,125,5,17.779807,21.410515
10,100,2,105,1,10.32197,13.1353351
10,100,2,110,1,9.273015,13.1391632
10,100,2,115,1,7.968322,13.1391632
10,100,2,120,1,6.373957,13.1391632
10,100,2,125,1,4.470724,13.1391632
10,100,2,105,2,24.180913,13.1359157
10,100,2,110,2,21.913225,13.1391632
10,100,2,115,2,19.181342,13.1391632
10,100,2,120,2,16.023486,13.1391632
10,100,2,125,2,12.632811,13.1391632
10,100,2,105,3,31.917517,17.139507
10,100,2,110,3,29.292724,16.22063
10,100,2,115,3,26.004227,15.01129
10,100,2,120,3,21.972306,13.448704
10,100,2,125,3,17.37025,13.1391632
10,100,2,105,4,34.839844,22.847342
10,100,2,110,4,32.1647,21.765895
10,100,2,115,4,28.773483,20.368181
10,100,2,120,4,24.539312,18.603763
10,100,2,125,4,19.541431,16.549813
10,100,2,105,5,36.201892,28.416919
10,100,2,110,5,33.538202,27.176792
10,100,2,115,5,30.128985,25.599398
10,100,2,120,5,25.833835,23.639555
10,100,2,125,5,20.686994,21.394897
10,100,3,105,1,10.55382033,19.5293963
10,100,3,110,1,9.560505,19.6231688
10,100,3,115,1,8.396638667,19.6860726
10,100,3,120,1,6.839918333,19.7371422
10,100,3,125,1,5.014827,19.759754
10,100,3,105,2,24.579779,19.5441022
10,100,3,110,2,22.424566,19.6231688
10,100,3,115,2,19.816824,19.6860726
10,100,3,120,2,16.745525,19.7397835
10,100,3,125,2,13.38832,19.760374
10,100,3,105,3,32.3405,19.5441022
10,100,3,110,3,29.875225,19.6231688
10,100,3,115,3,26.746965,19.6949028
10,100,3,120,3,22.895783,19.742282
10,100,3,125,3,18.412157,19.760374
10,100,3,105,4,35.275014,22.85302267
10,100,3,110,4,32.752164,21.831651
10,100,3,115,4,29.556212,20.24020433
10,100,3,120,4,25.518291,19.7371422
10,100,3,125,4,20.688794,19.760374
10,100,3,105,5,36.64043,28.42057933
10,100,3,110,5,34.117946,27.251406
10,100,3,115,5,30.923223,25.42667067
10,100,3,120,5,26.835292,23.70211033
10,100,3,125,5,21.888868,21.455737
10,100,4,105,1,10.669334,25.4658974
10,100,4,110,1,9.722889,25.6328251
10,100,4,115,1,8.544943,25.8330243
10,100,4,120,1,7.090529,25.9873778
10,100,4,125,1,5.333517,26.1271332
10,100,4,105,2,24.796908,25.4436796
10,100,4,110,2,22.715661,25.6523898
10,100,4,115,2,20.16643,25.8161612
10,100,4,120,2,17.166917,26.0013922
10,100,4,125,2,13.842648,26.1271332
10,100,4,105,3,32.594034,25.4658974
10,100,4,110,3,30.198987,25.671675
10,100,4,115,3,27.158774,25.8330243
10,100,4,120,3,23.425373,25.973105
10,100,4,125,3,19.021382,26.1271332
10,100,4,105,4,35.522505,25.4436796
10,100,4,110,4,33.089037,25.671675
10,100,4,115,4,29.967071,25.8330243
10,100,4,120,4,26.076086,26.0013922
10,100,4,125,4,21.358361,26.115756
10,100,4,105,5,36.886545,28.499818
10,100,4,110,5,34.467417,27.295122
10,100,4,115,5,31.355379,25.8330243
10,100,4,120,5,27.41153,26.0013922
10,100,4,125,5,22.58223,26.115756
10,100,5,105,1,10.751302,30.7089964
10,100,5,110,1,9.831626,31.0801974
10,100,5,115,1,8.685014,31.4477411
10,100,5,120,1,7.267824,31.7352996
10,100,5,125,1,5.549784,31.9894319
10,100,5,105,2,24.956835,30.7579075
10,100,5,110,2,22.910127,31.1235211
10,100,5,115,2,20.40773,31.4856107
10,100,5,120,2,17.454703,31.7352996
10,100,5,125,2,14.154989,32.0189545
10,100,5,105,3,32.744202,30.8060742
10,100,5,110,3,30.41059,31.1235211
10,100,5,115,3,27.45586,31.4856107
10,100,5,120,3,23.781624,31.7688433
10,100,5,125,3,19.442631,31.9894319
10,100,5,105,4,35.686107,30.7579075
10,100,5,110,4,33.309583,31.1662001
10,100,5,115,4,30.255862,31.4477411
10,100,5,120,4,26.452611,31.7688433
10,100,5,125,4,21.814764,31.9894319
10,100,5,105,5,37.036146,30.7579075
10,100,5,110,5,34.68888,31.1662001
10,100,5,115,5,31.647777,31.4477411
10,100,5,120,5,27.790002,31.7688433
10,100,5,125,5,23.058795,31.9894319
10,10,1,105,1,24.209512,27.2929703
10,10,1,110,1,22.137272,27.5597464
10,10,1,115,1,19.613027,27.7839443
10,10,1,120,1,16.590177,27.9534653
10,10,1,125,1,13.072862,28.0708645
10,10,1,105,2,32.855956,38.457251
10,10,1,110,2,31.081523,35.50427
10,10,1,115,2,28.827138,31.738945
10,10,1,120,2,25.976931,27.9497476
10,10,1,125,2,22.413466,28.0775602
10,10,1,105,3,34.491622,49.841274
10,10,1,110,3,32.893921,46.592291
10,10,1,115,3,30.848253,42.852974
10,10,1,120,3,28.225925,38.152656
10,10,1,125,3,24.889704,31.768577
10,10,1,105,4,35.110603,55.889115
10,10,1,110,4,33.609147,52.371449
10,10,1,115,4,31.668807,48.130312
10,10,1,120,4,29.168453,43.532918
10,10,1,125,4,25.965871,37.355183
10,10,1,105,5,35.429238,59.769757
10,10,1,110,5,33.981174,55.749494
10,10,1,115,5,32.105758,51.503329
10,10,1,120,5,29.68099,46.517841
10,10,1,125,5,26.561159,40.571819
10,10,2,105,1,26.222438,44.2489928
10,10,2,110,1,24.83453,45.3751998
10,10,2,115,1,23.190995,46.4190126
10,10,2,120,1,21.269356,47.3864098
10,10,2,125,1,19.068838,48.3255092
10,10,2,105,2,34.565618,44.2606748
10,10,2,110,2,33.414522,45.4500314
10,10,2,115,2,32.006461,46.4473128
10,10,2,120,2,30.288899,47.4689066
10,10,2,125,2,28.208412,48.2829745
10,10,2,105,3,36.0672,51.32606
10,10,2,110,3,35.056961,48.488575
10,10,2,115,3,33.806464,46.4978295
10,10,2,120,3,32.259505,47.4689066
10,10,2,125,3,30.3614,48.2829745
10,10,2,105,4,36.62328,57.502652
10,10,2,110,4,35.688917,54.408279
10,10,2,115,4,34.518045,50.965951
10,10,2,120,4,33.060212,47.4689066
10,10,2,125,4,31.26278,48.3688958
10,10,2,105,5,36.906803,61.234092
10,10,2,110,5,36.014412,57.851276
10,10,2,115,5,34.893848,54.152705
10,10,2,120,5,33.493137,50.165088
10,10,2,125,5,31.75203,48.3688958
10,10,3,105,1,27.015898,53.8500338
10,10,3,110,1,25.894465,55.676947
10,10,3,115,1,24.612199,57.5605596
10,10,3,120,1,23.122028,59.0312847
10,10,3,125,1,21.465608,60.6725246
10,10,3,105,2,35.188427,54.0282823
10,10,3,110,2,34.260019,55.676947
10,10,3,115,2,33.161126,57.5605596
10,10,3,120,2,31.829606,59.1098431
10,10,3,125,2,30.259315,60.6725246
10,10,3,105,3,36.624573,54.0282823
10,10,3,110,3,35.821666,55.7503491
10,10,3,115,3,34.854224,57.5027104
10,10,3,120,3,33.66173,59.2301551
10,10,3,125,3,32.239023,60.6379185
10,10,3,105,4,37.157101,58.327331
10,10,3,110,4,36.411011,55.8107724
10,10,3,115,4,35.51239,57.5605596
10,10,3,120,4,34.393164,59.0312847
10,10,3,125,4,33.050862,60.6379185
10,10,3,105,5,37.421803,62.26866433
10,10,3,110,5,36.713435,59.091496
10,10,3,115,5,35.850669,57.5605596
10,10,3,120,5,34.785061,59.0312847
10,10,3,125,5,33.489641,60.6379185
10,10,4,105,1,27.437505,60.0362881
10,10,4,110,1,26.462546,62.3499661
10,10,4,115,1,25.349978,64.5887616
10,10,4,120,1,24.101586,66.5988881
10,10,4,125,1,22.734303,68.8574017
10,10,4,105,2,35.511798,60.0167156
10,10,4,110,2,34.696672,62.3499661
10,10,4,115,2,33.737468,64.5887616
10,10,4,120,2,32.607483,66.7851494
10,10,4,125,2,31.293675,68.8574017
10,10,4,105,3,36.908083,60.0362881
10,10,4,110,3,36.208181,62.3792565
10,10,4,115,3,35.365549,64.5887616
10,10,4,120,3,34.357061,66.7378709
10,10,4,125,3,33.167425,68.8574017
10,10,4,105,4,37.42082,60.0167156
10,10,4,110,4,36.774817,62.3792565
10,10,4,115,4,35.994324,64.5887616
10,10,4,120,4,35.051993,66.7851494
10,10,4,125,4,33.93218,68.6588038
10,10,4,105,5,37.675783,62.663022
10,10,4,110,5,37.065283,62.3792565
10,10,4,115,5,36.32278,64.5887616
10,10,4,120,5,35.422651,66.7851494
10,10,4,125,5,34.343043,68.6588038
10,10,5,105,1,27.701434,64.1686681
10,10,5,110,1,26.814606,66.8817436
10,10,5,115,1,25.815285,69.1801458
10,10,5,120,1,24.709221,71.7382173
10,10,5,125,1,23.5181,74.3408043
10,10,5,105,2,35.704995,64.0344406
10,10,5,110,2,34.960017,66.8817436
10,10,5,115,2,34.088409,69.5045953
10,10,5,120,2,33.074324,71.8914819
10,10,5,125,2,31.910922,74.5163817
10,10,5,105,3,37.083509,64.145869
10,10,5,110,3,36.439917,66.8817436
10,10,5,115,3,35.676265,69.5045953
10,10,5,120,3,34.772259,72.0520305
10,10,5,125,3,33.71892,74.4959028
10,10,5,105,4,37.583725,64.0344406
10,10,5,110,4,36.991689,66.8704637
10,10,5,115,4,36.282847,69.5048353
10,10,5,120,4,35.444761,72.0520305
10,10,5,125,4,34.452118,74.4959028
10,10,5,105,5,37.831987,64.0344406
10,10,5,110,5,37.272558,66.8704637
10,10,5,115,5,36.603259,69.5048353
10,10,5,120,5,35.79713,72.0520305
10,10,5,125,5,34.844049,74.4959028
10,5,1,105,1,28.004963,35.0198902
10,5,1,110,1,26.530709,35.5836255
10,5,1,115,1,24.759768,36.0942312
10,5,1,120,1,22.65521,36.5291231
10,5,1,125,1,20.20507,36.9026744
10,5,1,105,2,33.778252,48.731996
10,5,1,110,2,32.641149,45.752103
10,5,1,115,2,31.228993,42.293835
10,5,1,120,2,29.478992,37.831164
10,5,1,125,2,27.327598,36.9288404
10,5,1,105,3,34.852182,58.736987
10,5,1,110,3,33.848469,55.317047
10,5,1,115,3,32.589076,51.641491
10,5,1,120,3,31.004709,47.339592
10,5,1,125,3,29.033952,41.901859
10,5,1,105,4,35.267238,64.131195
10,5,1,110,4,34.329621,60.414233
10,5,1,115,4,33.141057,56.281798
10,5,1,120,4,31.64336,51.929079
10,5,1,125,4,29.763365,46.571344
10,5,1,105,5,35.484011,67.532184
10,5,1,110,5,34.582779,63.433954
10,5,1,115,5,33.438193,59.201238
10,5,1,120,5,31.987889,54.486787
10,5,1,125,5,30.166556,49.234653
10,5,2,105,1,29.991889,52.2580572
10,5,2,110,1,29.161989,53.9250581
10,5,2,115,1,28.214145,55.4966293
10,5,2,120,1,27.152056,56.9789737
10,5,2,125,1,25.985097,58.3776735
10,5,2,105,2,35.22411,52.2149931
10,5,2,110,2,34.587909,53.9731707
10,5,2,115,2,33.831644,55.4966293
10,5,2,120,2,32.94404,57.0360289
10,5,2,125,2,31.912255,58.3776735
10,5,2,105,3,36.136104,61.352266
10,5,2,110,3,35.587245,58.532006
10,5,2,115,3,34.924737,55.5493609
10,5,2,120,3,34.132878,57.0360289
10,5,2,125,3,33.198754,58.3776735
10,5,2,105,4,36.479744,66.991796
10,5,2,110,4,35.973806,63.856252
10,5,2,115,4,35.355011,60.495281
10,5,2,120,4,34.615002,57.0360289
10,5,2,125,4,33.730493,58.438788
10,5,2,105,5,36.654161,70.364575
10,5,2,110,5,36.174338,66.964316
10,5,2,115,5,35.584884,63.356994
10,5,2,120,5,34.871032,59.537261
10,5,2,125,5,34.017076,58.438788
