Top_HTC,Bottom_HTC,Ramp1,Hold1,Ramp2,Exotherm,Lag
10,5,2,125,5,22.218357,52.9765808
10,5,3,105,1,19.302898,57.2209559
10,5,3,110,1,18.694273,59.2697886
10,5,3,115,1,18.015583,61.4403823
10,5,3,120,1,17.242349,63.1800525
10,5,3,125,1,16.404281,65.0666154
10,5,3,105,2,23.98938,57.379457
10,5,3,110,2,23.495127,59.2697886
10,5,3,115,2,22.921013,61.4403823
10,5,3,120,2,22.239058,63.2205279
10,5,3,125,2,21.45689,65.0666154
10,5,3,105,3,24.801557,57.379457
10,5,3,110,3,24.373834,59.3769476
10,5,3,115,3,23.868907,61.3631571
10,5,3,120,3,23.259162,63.3598923
10,5,3,125,3,22.546461,64.9945259
10,5,3,105,4,25.100676,62.726586
10,5,3,110,4,24.707824,59.631983
10,5,3,115,4,24.23816,61.4403823
10,5,3,120,4,23.667138,63.1800525
10,5,3,125,4,22.994486,64.9945259
10,5,3,105,5,25.252654,66.44909233
10,5,3,110,5,24.879375,63.326312
10,5,3,115,5,24.43187,61.4403823
10,5,3,120,5,23.883512,63.1800525
10,5,3,125,5,23.233518,64.9945259
10,5,4,105,1,19.585926,62.9788904
10,5,4,110,1,19.068142,65.5748601
10,5,4,115,1,18.49256,68.0717294
10,5,4,120,1,17.866021,70.352523
10,5,4,125,1,17.199932,72.8316307
10,5,4,105,2,24.190422,62.9848832
10,5,4,110,2,23.763966,65.5748601
10,5,4,115,2,23.269366,68.0717294
10,5,4,120,2,22.701754,70.500874
10,5,4,125,2,22.058341,72.8316307
10,5,4,105,3,24.975005,62.9788904
10,5,4,110,3,24.607794,65.5784033
10,5,4,115,3,24.174141,68.0717294
10,5,4,120,3,23.667675,70.4794615
10,5,4,125,3,23.081291,72.8316307
10,5,4,105,4,25.263039,63.332203
10,5,4,110,4,24.926247,65.5784033
10,5,4,115,4,24.524642,68.0717294
10,5,4,120,4,24.050187,70.500874
10,5,4,125,4,23.497699,72.6708735
10,5,4,105,5,25.407885,67.010542
10,5,4,110,5,25.088012,65.5784033
10,5,4,115,5,24.705929,68.0717294
10,5,4,120,5,24.252538,70.500874
10,5,4,125,5,23.719897,72.6708735
10,5,5,105,1,19.761128,66.8027332
10,5,5,110,1,19.297591,69.757328
10,5,5,115,1,18.790712,72.3247236
10,5,5,120,1,18.248101,75.0981881
10,5,5,125,1,17.682568,77.9742324
10,5,5,105,2,24.311373,66.6823991
10,5,5,110,2,23.924458,69.757328
10,5,5,115,2,23.48065,72.5944841
10,5,5,120,2,22.976684,75.2746393
10,5,5,125,2,22.413196,78.1038484
10,5,5,105,3,25.079423,66.7500356
10,5,5,110,3,24.746894,69.757328
10,5,5,115,3,24.358215,72.5944841
10,5,5,120,3,23.907922,75.3895765
10,5,5,125,3,23.394321,78.1147364
10,5,5,105,4,25.359403,66.6823991
10,5,5,110,4,25.054715,69.7156459
10,5,5,115,4,24.695282,72.6255346
10,5,5,120,4,24.275651,75.3895765
10,5,5,125,4,23.79061,78.1147364
10,5,5,105,5,25.499368,67.598164
10,5,5,110,5,25.212169,69.7156459
10,5,5,115,5,24.870213,72.6255346
10,5,5,120,5,24.468033,75.3895765
10,5,5,125,5,24.001469,78.1147364
10,60,1,105,1,5.526054,7.2344024
10,60,1,110,1,4.657741,7.2344024
10,60,1,115,1,3.725811,7.2344024
10,60,1,120,1,3.312124,7.2344024
10,60,1,125,1,3.324821,7.2344024
10,60,1,105,2,15.991325,12.595756
10,60,1,110,2,14.40402,11.873943
10,60,1,115,2,12.490341,10.937598
10,60,1,120,2,10.297013,9.839877
10,60,1,125,2,7.981276,8.825444
10,60,1,105,3,19.87062,18.933853
10,60,1,110,3,18.120808,18.031803
10,60,1,115,3,15.927265,16.893246
10,60,1,120,3,13.278824,15.548327
10,60,1,125,3,10.315252,14.300355
10,60,1,105,4,21.277136,25.072446
10,60,1,110,4,19.521733,23.995481
10,60,1,115,4,17.284314,22.665993
10,60,1,120,4,14.532684,21.114067
10,60,1,125,4,11.363922,19.633385
10,60,1,105,5,21.925327,30.974538
10,60,1,110,5,20.186989,29.713631
10,60,1,115,5,17.945316,28.172209
10,60,1,120,5,15.166933,26.352401
10,60,1,125,5,11.923191,24.334234
10,60,2,105,1,5.951554,14.5348754
10,60,2,110,1,5.212984,14.5649067
10,60,2,115,1,4.28789,14.577166
10,60,2,120,1,3.577104,14.57725
10,60,2,125,1,3.152356,14.57725
10,60,2,105,2,16.660779,14.536755
10,60,2,110,2,15.261931,14.5669853
10,60,2,115,2,13.551801,14.577249
10,60,2,120,2,11.531156,14.57725
10,60,2,125,2,9.285246,14.57725
10,60,2,105,3,20.56375,19.024574
10,60,2,110,3,19.051602,18.160201
10,60,2,115,3,17.135795,17.062615
10,60,2,120,3,14.765844,15.707485
10,60,2,125,3,11.995923,14.577277
10,60,2,105,4,21.97807,25.185667
10,60,2,110,4,20.463222,24.147256
10,60,2,115,4,18.5227,22.859822
10,60,2,120,4,16.097316,21.290955
10,60,2,125,4,13.184276,19.603561
10,60,2,105,5,22.622985,31.111205
10,60,2,110,5,21.128632,29.876093
10,60,2,115,5,19.202251,28.371739
10,60,2,120,5,16.767443,26.589333
10,60,2,125,5,13.809242,24.505673
10,60,3,105,1,6.129334333,21.3776138
10,60,3,110,1,5.431784,21.5260572
10,60,3,115,1,4.631767667,21.6334701
10,60,3,120,1,3.690725,21.7362384
10,60,3,125,1,3.27611,21.809149
10,60,3,105,2,16.923952,21.4004083
10,60,3,110,2,15.605397,21.5260572
10,60,3,115,2,13.986132,21.6334701
10,60,3,120,2,12.046863,21.7426359
10,60,3,125,2,9.854037,21.813808
10,60,3,105,3,20.841599,21.4004083
10,60,3,110,3,19.416826,21.5260572
10,60,3,115,3,17.620386,21.6496416
10,60,3,120,3,15.368704,21.7489049
10,60,3,125,3,12.708478,21.813808
10,60,3,105,4,22.250087,25.19066767
10,60,3,110,4,20.83133,24.208416
10,60,3,115,4,19.021427,22.72124633
10,60,3,120,4,16.726645,21.7362384
10,60,3,125,4,13.947238,21.813808
10,60,3,105,5,22.896539,31.12733633
10,60,3,110,5,21.497741,29.965383
10,60,3,115,5,19.701072,28.17909067
10,60,3,120,5,17.4076,26.55215033
10,60,3,125,5,14.593525,24.56886
10,60,4,105,1,6.213858,27.5221353
10,60,4,110,1,5.558552,27.7655762
10,60,4,115,1,4.735329,28.0623332
10,60,4,120,1,3.758818,28.2978935
10,60,4,125,1,3.35114,28.5224869
10,60,4,105,2,17.073242,27.4899212
10,60,4,110,2,15.801582,27.7943023
10,60,4,115,2,14.230317,28.0370444
10,60,4,120,2,12.348932,28.3197723
10,60,4,125,2,10.199089,28.5224869
10,60,4,105,3,20.995761,27.5221353
10,60,4,110,3,19.626783,27.8226661
10,60,4,115,3,17.889559,28.0623332
10,60,4,120,3,15.724273,28.2757164
10,60,4,125,3,13.134392,28.5224869
10,60,4,105,4,22.404101,27.4899212
10,60,4,110,4,21.040512,27.8226661
10,60,4,115,4,19.294623,28.0623332
10,60,4,120,4,17.090939,28.3197723
10,60,4,125,4,14.397556,28.5035129
10,60,4,105,5,23.050471,31.184063
10,60,4,110,5,21.707576,30.003854
10,60,4,115,5,19.975811,28.539154
10,60,4,120,5,17.775665,28.3197723
10,60,4,125,5,15.056859,28.5035129
10,60,5,105,1,6.278044,32.7176291
10,60,5,110,1,5.642945,33.2295476
10,60,5,115,1,4.84591,33.7428248
10,60,5,120,1,3.86094,34.1501597
10,60,5,125,1,3.403018,34.5164545
10,60,5,105,2,17.171568,32.7847446
10,60,5,110,2,15.932266,33.2896943
10,60,5,115,2,14.398655,33.7961368
10,60,5,120,2,12.554167,34.1501597
10,60,5,125,2,10.436136,34.5595463
10,60,5,105,3,21.097915,32.8509365
10,60,5,110,3,19.764275,33.2896943
10,60,5,115,3,18.074526,33.7961368
10,60,5,120,3,15.959419,34.1981065
10,60,5,125,3,13.420921,34.5164545
10,60,5,105,4,22.503389,32.7847446
10,60,5,110,4,21.179836,33.3490331
10,60,5,115,4,19.481922,33.7428248
10,60,5,120,4,17.331194,34.1981065
10,60,5,125,4,14.704487,34.5164545
10,60,5,105,5,23.151882,32.7847446
10,60,5,110,5,21.84649,33.3490331
10,60,5,115,5,20.163268,33.7428248
10,60,5,120,5,18.023941,34.1981065
10,60,5,125,5,15.371992,34.5164545
