Top_HTC,Bottom_HTC,Ramp1,Hold1,Ramp2,Exotherm,Lag
100,5,2,120,1,2.727844,18.0261851
100,5,2,125,1,2.418554,18.0261851
100,5,2,105,2,10.896712,18.0262266
100,5,2,110,2,10.049026,18.0262266
100,5,2,115,2,9.011114,18.0262266
100,5,2,120,2,7.781825,18.0262266
100,5,2,125,2,6.40469,18.0262266
100,5,2,105,3,13.029037,22.295978
100,5,2,110,3,12.141791,21.348167
100,5,2,115,3,11.021928,20.186455
100,5,2,120,3,9.641295,18.792215
100,5,2,125,3,8.015864,18.0261851
100,5,2,105,4,13.762522,29.207874
100,5,2,110,4,12.886128,28.055539
100,5,2,115,4,11.774293,26.674427
100,5,2,120,4,10.378153,25.047526
100,5,2,125,4,8.699967,23.260718
100,5,2,105,5,14.092404,35.420461
100,5,2,110,5,13.234891,33.993168
100,5,2,115,5,12.134205,32.304251
100,5,2,120,5,10.745323,30.401609
100,5,2,125,5,9.053757,28.149503
100,5,3,105,1,3.632544,26.3318974
100,5,3,110,1,3.397757,26.4723845
100,5,3,115,1,3.131182,26.5584643
100,5,3,120,1,2.829587,26.6232978
100,5,3,125,1,2.498846,26.6518351
100,5,3,105,2,11.069911,26.3548338
100,5,3,110,2,10.273482,26.4723845
100,5,3,115,2,9.302149,26.5584643
100,5,3,120,2,8.13175,26.6265508
100,5,3,125,2,6.800056,26.6528107
100,5,3,105,3,13.204897,26.3548338
100,5,3,110,3,12.375104,26.4723845
100,5,3,115,3,11.338087,26.5699902
100,5,3,120,3,10.037451,26.6296251
100,5,3,125,3,8.490299,26.6528107
100,5,3,105,4,13.936532,29.22135267
100,5,3,110,4,13.125478,28.133313
100,5,3,115,4,12.092265,26.5643244
100,5,3,120,4,10.786792,26.6232978
100,5,3,125,4,9.199052,26.6528107
100,5,3,105,5,14.26613,35.47549333
100,5,3,110,5,13.470476,34.125256
100,5,3,115,5,12.453947,32.11802367
100,5,3,120,5,11.156602,30.314972
100,5,3,125,5,9.564297,28.2497
100,5,4,105,1,3.668889,33.460652
100,5,4,110,1,3.442827,33.7676476
100,5,4,115,1,3.183147,34.1235132
100,5,4,120,1,2.890847,34.3879096
100,5,4,125,1,2.567498,34.6210259
100,5,4,105,2,11.168655,33.4191708
100,5,4,110,2,10.406166,33.8030479
100,5,4,115,2,9.466029,34.0940996
100,5,4,120,2,8.337545,34.4115057
100,5,4,125,2,7.04038,34.6210259
100,5,4,105,3,13.304898,33.460652
100,5,4,110,3,12.513863,33.8378154
100,5,4,115,3,11.513141,34.1235132
100,5,4,120,3,10.268272,34.3638133
100,5,4,125,3,8.773889,34.6210259
100,5,4,105,4,14.037128,33.4191708
100,5,4,110,4,13.259108,33.8378154
100,5,4,115,4,12.269036,34.1235132
100,5,4,120,4,11.02258,34.4115057
100,5,4,125,4,9.494971,34.6021695
100,5,4,105,5,14.362039,35.497221
100,5,4,110,5,13.603343,34.165548
100,5,4,115,5,12.630858,34.1235132
100,5,4,120,5,11.395447,34.4115057
100,5,4,125,5,9.865892,34.6021695
100,5,5,105,1,3.694032,39.1918653
100,5,5,110,1,3.473299,39.8767002
100,5,5,115,1,3.21895,40.546387
100,5,5,120,1,2.932951,41.0615852
100,5,5,125,1,2.615229,41.5091062
100,5,5,105,2,11.233841,39.2824243
100,5,5,110,2,10.492852,39.9561634
100,5,5,115,2,9.577096,40.6147282
100,5,5,120,2,8.477791,41.0615852
100,5,5,125,2,7.20507,41.560611
100,5,5,105,3,13.370013,39.3715284
100,5,5,110,3,12.602348,39.9561634
100,5,5,115,3,11.63306,40.6147282
100,5,5,120,3,10.421581,41.1210878
100,5,5,125,3,8.966,41.5091062
100,5,5,105,4,14.101278,39.2824243
100,5,5,110,4,13.349796,40.0343231
100,5,5,115,4,12.389711,40.546387
100,5,5,120,4,11.180738,41.1210878
100,5,5,125,4,9.694815,41.5091062
100,5,5,105,5,14.426989,39.2824243
100,5,5,110,5,13.693764,40.0343231
100,5,5,115,5,12.750662,40.546387
100,5,5,120,5,11.555688,41.1210878
100,5,5,125,5,10.070915,41.5091062
10,100,1,105,1,4.369122,4.9840925
10,100,1,110,1,3.753235,4.9840925
10,100,1,115,1,2.992286,4.9840925
10,100,1,120,1,2.663038,4.9840925
10,100,1,125,1,2.408405,4.9840925
10,100,1,105,2,13.109464,9.106195
10,100,1,110,2,11.81074,8.633058
10,100,1,115,2,10.29444,7.998132
10,100,1,120,2,8.606552,7.211515
10,100,1,125,2,6.860755,6.394991
10,100,1,105,3,17.802673,13.802314
10,100,1,110,3,16.245397,13.211631
10,100,1,115,3,14.31623,12.448089
10,100,1,120,3,12.000163,11.530252
10,100,1,125,3,9.462322,10.578459
10,100,1,105,4,19.661703,18.4036
10,100,1,110,4,18.071723,17.700617
10,100,1,115,4,16.037635,16.80953
10,100,1,120,4,13.548148,15.75579
10,100,1,125,4,10.70654,14.696565
10,100,1,105,5,20.552182,22.909775
10,100,1,110,5,18.955147,22.094894
10,100,1,115,5,16.889165,21.081447
10,100,1,120,5,14.337735,19.891472
10,100,1,125,5,11.376974,18.729394
10,100,2,105,1,4.658655,10.0594486
10,100,2,110,1,4.129051,10.0594486
10,100,2,115,1,3.471626,10.0594486
10,100,2,120,1,2.811511,10.0594486
10,100,2,125,1,2.570331,10.0594486
10,100,2,105,2,13.641495,10.0594364
10,100,2,110,2,12.483538,10.0594364
10,100,2,115,2,11.099646,10.0594364
10,100,2,120,2,9.51285,10.0594364
10,100,2,125,2,7.800819,10.0594364
10,100,2,105,3,18.395583,13.859652
10,100,2,110,3,17.025215,13.29456
10,100,2,115,3,15.312142,12.557719
10,100,2,120,3,13.209154,11.636507
10,100,2,125,3,10.800779,10.580406
10,100,2,105,4,20.254039,18.472639
10,100,2,110,4,18.865905,17.799787
10,100,2,115,4,17.077865,16.939449
10,100,2,120,4,14.84701,15.877256
10,100,2,125,4,12.204229,14.6944
10,100,2,105,5,21.135562,22.99392
10,100,2,110,5,19.745828,22.207595
10,100,2,115,5,17.947581,21.228706
10,100,2,120,5,15.678627,20.030071
10,100,2,125,5,12.944545,18.723272
10,100,3,105,1,4.776056333,15.0659539
10,100,3,110,1,4.269426,15.1104026
10,100,3,115,1,3.709233667,15.1365703
10,100,3,120,1,2.902286333,15.150631
10,100,3,125,1,2.637462,15.150984
10,100,3,105,2,13.83846,15.0731509
10,100,3,110,2,12.736089,15.1104026
10,100,3,115,2,11.412829,15.1365703
10,100,3,120,2,9.867695,15.150862
10,100,3,125,2,8.183056,15.150872
10,100,3,105,3,18.612126,15.0731509
10,100,3,110,3,17.315562,15.1104026
10,100,3,115,3,15.691167,15.1397371
10,100,3,120,3,13.672272,15.15098
10,100,3,125,3,11.330566,15.15098
10,100,3,105,4,20.474733,18.45870667
10,100,3,110,4,19.156254,17.837316
10,100,3,115,4,17.460721,16.76835933
10,100,3,120,4,15.340457,15.89280867
10,100,3,125,4,12.781975,15.150984
10,100,3,105,5,21.345999,22.97545533
10,100,3,110,5,20.024797,22.254399
10,100,3,115,5,18.342829,21.00886167
10,100,3,120,5,16.180292,20.04336033
10,100,3,125,5,13.551423,18.747421
10,100,4,105,1,4.825889,19.8690256
10,100,4,110,1,4.347017,19.9545167
10,100,4,115,1,3.751063,20.0544444
10,100,4,120,1,3.017432,20.1276277
10,100,4,125,1,2.676113,20.187358
10,100,4,105,2,13.949921,19.8575526
10,100,4,110,2,12.877013,19.9644349
10,100,4,115,2,11.577022,20.0461924
10,100,4,120,2,10.066494,20.1339884
10,100,4,125,2,8.401046,20.187358
10,100,4,105,3,18.729401,19.8690256
10,100,4,110,3,17.474125,19.9741853
10,100,4,115,3,15.89215,20.0544444
10,100,4,120,3,13.930323,20.1210887
10,100,4,125,3,11.632053,20.187358
10,100,4,105,4,20.59106,19.8575526
10,100,4,110,4,19.312629,19.9741853
10,100,4,115,4,17.675717,20.0544444
10,100,4,120,4,15.611199,20.1339884
10,100,4,125,4,13.115473,20.182893
10,100,4,105,5,21.463203,23.040332
10,100,4,110,5,20.194813,22.280299
10,100,4,115,5,18.550445,21.320418
10,100,4,120,5,16.45831,20.1339884
10,100,4,125,5,13.894099,20.182893
10,100,5,105,1,4.865329,24.3120498
10,100,5,110,1,4.398225,24.5134898
10,100,5,115,1,3.817413,24.7095557
10,100,5,120,1,3.101792,24.8595576
10,100,5,125,1,2.700981,24.9880853
10,100,5,105,2,14.022555,24.3387595
10,100,5,110,2,12.97028,24.5367961
10,100,5,115,2,11.695608,24.7295127
10,100,5,120,2,10.205096,24.8595576
10,100,5,125,2,8.552436,25.0026598
10,100,5,105,3,18.801484,24.3650154
10,100,5,110,3,17.583159,24.5367961
10,100,5,115,3,16.0286,24.7295127
10,100,5,120,3,14.096686,24.8767844
10,100,5,125,3,11.833907,24.9880853
10,100,5,105,4,20.667384,24.3387595
10,100,5,110,4,19.417178,24.5597092
10,100,5,115,4,17.816527,24.7095557
10,100,5,120,4,15.787098,24.8767844
10,100,5,125,4,13.338886,24.9880853
10,100,5,105,5,21.540304,24.3387595
10,100,5,110,5,20.299171,24.5597092
10,100,5,115,5,18.691713,24.7095557
10,100,5,120,5,16.642829,24.8767844
10,100,5,125,5,14.123223,24.9880853
10,10,1,105,1,14.685957,23.7001455
10,10,1,110,1,13.205655,23.8549427
10,10,1,115,1,11.431882,23.9736967
10,10,1,120,1,9.356931,24.0484468
10,10,1,125,1,7.022625,24.077901
10,10,1,105,2,21.728962,34.469169
10,10,1,110,2,20.312925,32.070445
10,10,1,115,2,18.523964,29.059148
10,10,1,120,2,16.289425,25.226618
10,10,1,125,2,13.554708,24.078081
10,10,1,105,3,23.0765,46.061788
10,10,1,110,3,21.780122,43.230784
10,10,1,115,3,20.12227,39.973007
10,10,1,120,3,18.013498,35.94065
10,10,1,125,3,15.373315,30.690566
10,10,1,105,4,23.581883,52.395276
10,10,1,110,4,22.351428,49.261068
10,10,1,115,4,20.767509,45.410208
10,10,1,120,4,18.737967,41.347731
10,10,1,125,4,16.170964,36.006468
10,10,1,105,5,23.837651,56.542713
10,10,1,110,5,22.648284,52.815217
10,10,1,115,5,21.108688,48.93885
10,10,1,120,5,19.129981,44.419535
10,10,1,125,5,16.612331,39.193602
10,10,2,105,1,15.928112,40.1143722
10,10,2,110,1,14.847941,40.9876494
10,10,2,115,1,13.561997,41.7928064
10,10,2,120,1,12.054696,42.5283038
10,10,2,125,1,10.327261,43.2316703
10,10,2,105,2,22.909573,40.1521263
10,10,2,110,2,21.921174,41.071482
10,10,2,115,2,20.700322,41.8311849
10,10,2,120,2,19.200563,42.5982462
10,10,2,125,2,17.377588,43.1996992
10,10,2,105,3,24.192932,46.990073
10,10,2,110,3,23.310128,44.382699
10,10,2,115,3,22.205651,41.8693902
10,10,2,120,3,20.82774,42.5982462
10,10,2,125,3,19.128002,43.1996992
10,10,2,105,4,24.665817,53.410872
10,10,2,110,4,23.839194,50.546186
10,10,2,115,4,22.79915,47.332199
10,10,2,120,4,21.492836,43.633971
10,10,2,125,4,19.865793,43.2634929
10,10,2,105,5,24.903317,57.343818
10,10,2,110,5,24.111651,54.166767
10,10,2,115,5,23.109829,50.666631
10,10,2,120,5,21.846425,46.925931
10,10,2,125,5,20.267876,43.2634929
10,10,3,105,1,16.438476,50.0173415
10,10,3,110,1,15.528469,51.6018041
10,10,3,115,1,14.468819,53.1569334
10,10,3,120,1,13.222524,54.3464465
10,10,3,125,1,11.812009,55.6848856
10,10,3,105,2,23.361443,50.2176818
10,10,3,110,2,22.537078,51.6018041
10,10,3,115,2,21.544499,53.1569334
10,10,3,120,2,20.327283,54.4455402
10,10,3,125,2,18.875728,55.6931646
10,10,3,105,3,24.610967,50.2176818
10,10,3,110,3,23.880833,51.6312518
10,10,3,115,3,22.990605,53.1208923
10,10,3,120,3,21.884959,54.5441784
10,10,3,125,3,20.544849,55.6931646
10,10,3,105,4,25.06702,53.960534
10,10,3,110,4,24.389772,51.7136468
10,10,3,115,4,23.555426,53.1569334
10,10,3,120,4,22.512992,54.3464465
10,10,3,125,4,21.238764,55.6931646
10,10,3,105,5,25.294398,58.14811033
10,10,3,110,5,24.647677,55.125472
10,10,3,115,5,23.849836,53.1569334
10,10,3,120,5,22.845367,54.3464465
10,10,3,125,5,21.611743,55.6931646
10,10,4,105,1,16.714927,56.6385911
10,10,4,110,1,15.902043,58.6308726
10,10,4,115,1,14.954904,60.5755141
10,10,4,120,1,13.867166,62.3238312
10,10,4,125,1,12.644176,64.2824651
10,10,4,105,2,23.601359,56.5899194
10,10,4,110,2,22.864521,58.6308726
10,10,4,115,2,21.977649,60.5755141
10,10,4,120,2,20.918531,62.5061285
10,10,4,125,2,19.664597,64.2824651
10,10,4,105,3,24.827835,56.6385911
10,10,4,110,3,24.18001,58.689488
10,10,4,115,3,23.389547,60.5755141
10,10,4,120,3,22.431437,62.4292793
10,10,4,125,3,21.279716,64.2824651
10,10,4,105,4,25.27336,56.5899194
10,10,4,110,4,24.673746,58.689488
10,10,4,115,4,23.936791,60.5755141
10,10,4,120,4,23.035911,62.5061285
10,10,4,125,4,21.944175,64.1085752
10,10,4,105,5,25.49587,58.319656
10,10,4,110,5,24.924851,58.689488
10,10,4,115,5,24.220116,60.5755141
10,10,4,120,5,23.354254,62.5061285
10,10,4,125,5,22.30041,64.1085752
10,10,5,105,1,16.89069,61.1000465
10,10,5,110,1,16.137249,63.534358
10,10,5,115,1,15.267481,65.6209841
10,10,5,120,1,14.276435,67.8936013
10,10,5,125,1,13.173192,70.1176927
10,10,5,105,2,23.748546,60.9491128
10,10,5,110,2,23.064637,63.534358
10,10,5,115,2,22.249115,65.9099348
10,10,5,120,2,21.281513,67.9576263
10,10,5,125,2,20.147609,70.3470881
10,10,5,105,3,24.960934,61.111773
10,10,5,110,3,24.362539,63.534358
10,10,5,115,3,23.636894,65.9099348
10,10,5,120,3,22.764777,68.1715112
10,10,5,125,3,21.726018,70.2903344
10,10,5,105,4,25.400214,60.9491128
10,10,5,110,4,24.84744,63.5581596
10,10,5,115,4,24.171931,65.8746214
10,10,5,120,4,23.353587,68.1715112
10,10,5,125,4,22.370637,70.2903344
10,10,5,105,5,25.617789,60.9491128
10,10,5,110,5,25.092564,63.5581596
10,10,5,115,5,24.44831,65.8746214
10,10,5,120,5,23.663934,68.1715112
10,10,5,125,5,22.714819,70.2903344
10,5,1,105,1,17.347832,30.7284419
10,5,1,110,1,16.104783,31.1054697
10,5,1,115,1,14.607417,31.4356119
10,5,1,120,1,12.830981,31.7042721
10,5,1,125,1,10.767528,31.9200203
10,5,1,105,2,22.458195,43.655464
10,5,1,110,2,21.430524,40.9322
10,5,1,115,2,20.148019,37.790632
10,5,1,120,2,18.553806,33.718893
10,5,1,125,2,16.592206,31.9343594
10,5,1,105,3,23.419149,53.994219
10,5,1,110,3,22.500963,50.825265
10,5,1,115,3,21.338786,47.372504
10,5,1,120,3,19.87448,43.295874
10,5,1,125,3,18.045891,38.133914
10,5,1,105,4,23.787973,59.64464
10,5,1,110,4,22.92365,56.156853
10,5,1,115,4,21.823208,52.175475
10,5,1,120,4,20.428585,48.030366
10,5,1,125,4,18.674565,42.85784
10,5,1,105,5,23.979664,63.268652
10,5,1,110,5,23.146769,59.320663
10,5,1,115,5,22.082828,55.25884
10,5,1,120,5,20.730954,50.701182
10,5,1,125,5,19.021641,45.614919
10,5,2,105,1,18.763445,47.9826543
10,5,2,110,1,17.983132,49.3429338
10,5,2,115,1,17.076025,50.6117758
10,5,2,120,1,16.035077,51.7958111
10,5,2,125,1,14.86404,52.9229346
10,5,2,105,2,23.590032,47.9704608
10,5,2,110,2,22.963022,49.4062919
10,5,2,115,2,22.206674,50.6179533
10,5,2,120,2,21.302089,51.8676719
10,5,2,125,2,20.231615,52.9009
10,5,2,105,3,24.449594,55.845445
10,5,2,110,3,23.9015,53.111921
10,5,2,115,3,23.232146,50.6795419
10,5,2,120,3,22.418366,51.8676719
10,5,2,125,3,21.440135,52.9009
10,5,2,105,4,24.772245,61.699621
10,5,2,110,4,24.263184,58.652336
10,5,2,115,4,23.636107,55.353423
10,5,2,120,4,22.871414,51.8676719
10,5,2,125,4,21.94451,52.9765808
10,5,2,105,5,24.936037,65.240268
10,5,2,110,5,24.450445,61.90483
10,5,2,115,5,23.850806,58.338232
10,5,2,120,5,23.114705,54.570443
